lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
6,2,137.0,4,5,4,1,0,0,0,1
1,1,129.0,10,21,4,1,0,3,0,1
155,0,72.25,7,8,3,3,2,0,0,1
34,0,111.6,9,7,4,1,0,0,3,1
43,2,108.0,10,10,4,2,1,3,0,1
8,0,130.48,5,28,4,2,2,0,3,0
2,0,112.2,9,30,3,1,0,1,0,1
54,0,132.6,5,12,4,3,2,0,3,0
20,1,97.0,3,11,4,2,1,3,0,1
9,2,131.0,5,31,4,1,0,0,0,1
1,0,109.8,8,17,4,1,0,0,0,1
146,2,135.0,10,19,4,4,1,0,0,0
258,1,106.2,9,29,4,1,0,0,0,0
117,1,105.3,5,5,4,3,0,0,0,1
17,1,159.0,3,30,4,3,0,0,0,1
98,1,59.5,12,29,3,3,0,0,0,1
12,2,85.6,10,31,3,1,1,0,0,1
253,0,2.0,9,26,4,2,1,0,0,1
32,0,92.08,11,12,4,4,2,0,0,1
0,2,107.0,11,14,4,1,0,0,3,1
19,0,129.0,9,24,4,1,2,3,0,0
6,0,137.0,3,3,4,3,0,0,0,0
41,0,76.9,2,19,4,2,1,0,0,1
92,1,80.3,3,7,4,2,1,0,0,1
88,1,85.51,3,17,4,7,2,0,0,1
39,2,170.1,8,13,4,3,2,1,0,1
94,1,79.2,11,3,4,3,1,3,0,1
16,0,91.5,11,18,4,2,2,3,0,0
186,1,105.3,7,18,4,2,1,0,0,0
13,0,221.0,5,4,4,3,0,0,5,0
9,2,85.6,12,5,4,1,2,0,0,1
12,0,93.0,2,20,4,1,2,0,0,1
76,0,99.45,3,26,4,3,2,0,3,0
97,0,102.0,9,17,4,3,0,0,3,0
80,0,160.0,10,9,3,2,0,1,3,1
50,1,82.47,6,28,4,1,0,3,0,1
1,1,0.0,10,13,1,1,0,0,0,1
34,1,119.5,6,12,4,1,2,0,1,1
1,1,95.0,3,27,4,0,1,0,0,1
148,0,114.3,5,29,4,1,2,0,0,0
1,1,89.0,4,16,4,1,0,3,0,1
144,0,97.75,7,6,4,4,0,3,0,0
35,1,107.1,6,21,4,2,0,0,0,1
2,0,102.7,8,2,4,1,0,0,0,1
30,1,109.1,9,25,4,0,2,0,0,1
101,0,107.1,8,3,4,6,2,3,0,0
24,3,174.9,11,5,4,3,2,0,3,1
49,0,91.44,2,22,3,5,2,0,4,0
11,1,95.48,3,16,4,3,0,0,3,1
133,0,109.8,6,27,4,2,1,0,3,0
7,1,109.0,4,23,4,1,2,3,0,1
6,0,89.0,1,7,4,3,0,0,0,1
34,0,85.5,9,18,3,0,1,0,0,1
66,0,75.0,11,24,3,3,0,0,0,1
40,1,176.4,10,15,4,1,0,0,3,0
14,0,118.0,8,30,4,2,0,3,0,0
22,1,124.0,9,18,4,2,0,0,0,0
0,1,0.0,2,10,1,1,0,0,5,1
75,1,82.45,4,1,4,3,2,0,0,1
50,1,139.5,10,8,4,1,2,0,3,0
38,0,75.8,2,21,3,2,2,0,3,1
60,0,76.5,3,10,4,1,0,3,0,0
8,1,126.67,10,29,4,1,2,3,0,1
7,0,184.0,9,14,4,2,0,0,3,0
110,2,101.58,5,2,4,3,1,0,0,1
35,2,149.0,10,25,4,4,0,0,0,1
38,0,60.0,1,10,3,3,2,0,0,1
12,0,129.0,6,27,4,0,1,3,0,0
9,1,79.0,2,12,4,2,0,3,0,0
140,1,88.77,7,2,4,1,1,0,1,1
82,1,89.25,9,19,4,4,2,0,0,1
17,1,113.33,10,2,4,2,1,0,0,1
14,2,205.0,9,15,4,1,0,0,3,1
130,0,194.85,5,5,4,3,0,0,1,1
35,1,117.0,9,25,4,1,2,0,0,1
101,0,84.58,7,11,3,2,1,0,0,1
10,0,130.33,2,17,4,3,0,0,3,0
54,1,83.8,11,18,4,3,2,3,0,1
250,2,72.08,7,16,3,1,2,0,0,1
22,0,127.67,6,21,4,3,0,0,0,0
30,0,139.28,10,3,4,3,1,0,0,0
333,0,73.95,12,10,4,3,2,0,0,0
0,0,65.0,3,1,2,2,0,0,0,1
9,1,113.0,11,2,4,4,2,3,0,1
116,0,87.0,2,28,3,1,2,0,0,1
186,0,68.68,10,28,3,1,0,0,0,1
28,2,115.23,9,27,4,3,0,0,0,1
220,1,118.25,10,24,4,4,1,3,0,0
2,1,103.0,11,14,4,3,2,0,0,1
69,1,135.9,9,5,4,3,1,0,0,1
86,1,102.1,5,11,4,5,2,0,3,1
88,1,60.0,3,4,3,2,1,0,0,1
102,1,77.78,4,14,4,3,1,0,1,1
0,0,138.0,8,12,4,3,0,0,0,1
225,0,96.3,8,12,4,2,0,0,0,0
109,0,100.5,8,5,4,2,1,3,0,0
76,0,80.75,9,17,4,4,2,0,0,1
0,0,138.99,9,27,4,1,0,0,0,1
7,1,119.5,8,20,4,3,1,0,0,0
27,0,231.0,7,6,4,2,0,0,5,0
15,1,85.0,11,1,4,4,0,3,0,1
48,0,80.3,2,6,4,1,0,0,0,1
5,1,131.0,4,23,4,1,1,0,3,1
336,0,70.0,9,21,3,4,1,0,0,1
2,0,110.0,5,19,0,1,0,0,3,1
65,0,105.0,11,23,3,4,0,1,0,1
141,0,135.45,8,22,4,3,1,0,3,1
40,0,60.0,11,7,3,1,2,0,3,1
185,2,116.1,9,29,4,3,2,0,0,0
14,0,80.75,5,30,3,3,1,0,0,1
56,0,162.9,7,3,4,1,2,1,0,0
49,0,105.3,7,9,4,1,1,3,0,0
176,1,80.75,7,5,4,6,2,3,0,1
71,0,96.3,3,18,4,2,1,0,3,1
4,1,111.0,11,22,4,1,0,0,0,0
12,1,66.0,1,24,2,1,2,0,0,1
202,1,96.3,7,9,4,1,1,0,0,1
57,1,87.32,6,27,4,0,1,0,3,1
120,0,110.59,5,12,4,3,1,0,0,0
18,0,109.0,3,17,4,3,0,0,0,0
24,1,71.46,3,12,4,1,1,0,3,1
18,0,74.8,12,17,4,2,2,3,0,1
55,0,63.0,3,13,3,0,2,0,0,1
70,2,156.6,12,8,4,3,0,0,5,1
152,1,146.7,8,13,4,1,2,0,3,0
7,1,90.0,8,24,4,2,1,0,0,1
40,0,106.9,9,4,4,5,2,0,1,0
7,1,121.0,4,27,4,4,1,3,0,1
6,0,105.0,11,3,4,2,0,0,3,1
2,1,109.0,6,9,4,1,0,3,0,1
46,0,158.4,9,9,4,3,2,0,3,1
28,1,122.0,1,4,3,3,1,0,0,1
169,2,90.95,8,27,4,3,2,0,0,1
1,0,108.04,10,6,4,1,0,3,3,1
33,2,96.0,12,2,4,2,1,0,0,1
179,1,72.25,7,19,3,3,0,0,0,1
58,0,116.1,5,17,4,3,0,3,0,0
54,0,117.9,7,3,4,1,2,0,0,0
52,0,74.8,12,4,4,2,2,3,0,0
39,2,94.5,10,4,4,2,2,0,0,1
20,1,134.0,4,9,4,2,2,0,3,1
34,1,129.6,3,15,4,5,0,1,3,1
33,1,84.57,2,10,4,3,0,0,0,1
2,0,65.0,8,12,2,1,0,0,0,1
5,1,139.0,8,29,4,3,1,0,0,1
198,1,62.18,7,31,4,2,2,3,0,1
7,2,160.0,10,27,4,1,0,0,0,1
116,2,135.0,12,22,4,3,0,0,3,1
18,0,123.5,9,7,4,3,1,0,0,1
2,0,116.0,4,13,4,1,0,0,3,1
227,0,106.0,10,10,2,2,1,0,4,0
6,2,120.0,10,20,4,2,0,0,0,1
207,0,80.75,6,10,3,2,1,0,0,1
3,2,195.0,10,9,4,0,1,0,4,1
116,1,81.9,4,17,4,1,2,0,0,1
31,0,70.0,2,4,2,2,0,0,0,0
3,0,150.33,6,12,4,1,2,0,3,1
121,0,90.95,6,4,3,2,2,0,3,1
15,0,87.0,1,18,4,2,1,0,0,1
218,0,90.95,10,17,4,4,1,0,0,0
121,1,112.5,7,7,4,2,0,3,0,1
119,0,101.0,3,29,3,2,0,0,0,1
1,0,85.0,10,13,3,1,0,3,0,1
71,0,90.0,5,10,3,3,0,0,0,1
67,3,82.99,2,22,4,4,1,0,3,1
86,1,97.54,7,26,4,3,0,0,1,1
35,2,74.8,12,2,4,2,2,3,0,1
65,1,67.81,4,1,4,2,1,0,0,1
2,1,88.0,1,22,4,2,0,0,0,1
15,1,38.67,12,5,3,1,2,0,0,1
166,0,130.0,11,1,3,3,0,0,4,0
73,0,150.3,7,4,4,4,1,0,3,0
75,1,52.85,11,16,4,2,1,0,0,1
6,3,91.0,11,13,4,2,2,0,0,1
14,0,69.75,3,10,3,3,1,0,3,1
103,0,116.1,6,15,4,1,0,3,0,0
137,0,134.3,7,28,4,3,1,0,3,0
57,1,103.8,10,30,4,1,2,0,0,1
45,1,162.79,9,12,4,3,1,0,0,1
14,1,120.0,10,5,4,0,1,0,0,1
162,2,121.5,7,25,4,0,1,0,0,0
154,0,80.75,9,12,3,4,1,0,0,1
71,1,108.0,10,7,4,1,0,0,1,1
31,1,95.4,3,12,4,2,2,0,3,0
181,0,120.0,10,11,3,1,0,0,0,0
28,1,90.0,4,6,2,1,0,0,3,1
51,2,207.9,9,11,4,2,2,0,5,1
7,1,68.8,12,19,3,0,1,0,0,1
31,1,96.75,4,17,4,2,2,0,0,1
136,1,90.9,8,26,4,2,0,0,0,1
162,1,99.45,7,5,4,4,0,0,0,1
58,1,79.2,11,13,4,2,1,0,0,1
7,0,85.0,2,22,4,0,1,0,0,0
100,0,130.5,7,3,4,2,2,0,0,1
18,0,135.0,5,13,4,1,0,0,0,0
0,1,0.0,2,25,1,1,0,0,0,1
145,0,202.5,10,22,4,1,1,1,3,0
2,0,65.0,7,10,2,0,2,0,0,1
0,1,0.0,10,28,1,2,0,0,0,1
23,0,85.6,8,25,4,3,1,0,0,0
190,1,99.95,7,24,4,2,2,0,0,1
151,0,119.97,6,16,4,5,2,0,3,0
12,1,139.0,10,7,4,3,0,0,0,1
1,0,101.0,3,3,4,2,0,0,0,0
143,1,97.54,8,18,4,1,0,0,1,1
32,0,63.33,12,27,3,5,1,0,0,1
5,2,190.0,12,8,4,2,0,0,5,1
3,0,95.0,5,10,3,2,0,0,0,1
0,0,70.0,10,12,3,3,0,0,0,1
50,0,94.5,10,18,4,3,2,0,0,0
5,0,79.0,2,13,4,1,2,3,0,0
70,0,97.33,4,22,4,2,2,0,0,1
1,1,108.0,2,27,4,1,2,0,3,1
2,2,98.0,8,7,4,0,1,3,0,1
30,1,104.64,9,15,4,2,0,0,0,1
24,1,85.0,10,17,3,3,1,0,0,1
30,0,88.4,3,4,4,2,0,0,0,1
2,0,108.9,11,24,4,2,0,0,3,0
87,0,90.0,9,11,2,1,0,0,0,0
73,0,96.3,4,3,4,1,2,0,3,0
64,2,150.45,5,9,4,3,1,0,0,1
16,1,129.0,9,27,4,2,0,3,0,1
162,0,86.82,7,14,4,5,2,3,0,0
163,1,91.63,10,8,4,1,1,3,0,1
0,0,0.0,10,15,4,0,0,1,3,1
289,2,70.55,12,28,4,4,2,3,0,0
18,2,149.0,9,23,4,2,0,3,0,1
22,1,120.0,9,8,4,1,0,0,3,1
71,3,150.98,9,1,4,6,2,0,0,1
121,0,80.75,5,26,3,3,0,0,0,1
77,1,118.8,7,26,4,4,0,0,3,1
34,0,105.12,10,19,3,3,1,1,0,1
79,1,126.0,12,27,4,1,0,0,3,1
0,1,65.0,3,21,2,0,1,0,0,1
35,1,131.4,4,5,4,3,0,0,3,1
172,1,300.0,7,29,3,3,2,1,0,0
211,2,121.55,8,22,4,4,1,0,3,0
11,0,31.0,3,16,3,3,0,0,1,1
159,1,130.5,8,7,4,1,2,0,0,0
97,1,76.5,4,2,4,1,0,3,0,1
23,0,79.0,1,2,3,1,2,1,0,1
1,0,128.0,8,17,4,1,0,3,0,1
55,1,58.94,1,25,4,3,1,0,0,1
92,0,123.5,7,17,4,2,2,0,0,1
79,1,96.3,4,15,4,2,0,0,0,1
1,1,71.69,12,24,4,1,1,0,0,1
228,1,90.95,8,31,4,4,1,0,0,1
13,0,6.0,3,20,4,0,1,0,0,1
8,0,110.0,10,28,0,2,0,0,3,1
60,1,93.6,11,14,4,1,1,0,0,1
12,1,100.0,9,14,2,2,0,3,0,1
51,1,135.9,7,26,4,3,0,0,0,1
174,1,99.45,8,13,4,2,2,0,0,1
39,1,98.1,2,15,4,4,1,0,3,1
229,0,116.95,7,4,4,3,1,0,3,0
0,0,208.0,7,13,4,1,0,0,3,0
103,0,94.5,7,18,4,1,2,1,0,0
69,0,137.7,7,25,4,1,1,0,3,1
268,0,78.0,4,8,3,3,2,0,0,1
59,1,118.8,10,2,4,1,2,0,0,0
0,0,0.0,2,6,4,1,0,3,0,1
11,1,96.41,11,3,4,4,2,3,0,1
33,0,134.1,7,19,4,2,0,0,0,0
10,0,79.0,2,13,4,1,2,3,0,0
2,1,0.0,10,21,1,1,0,0,6,1
77,0,116.94,9,22,4,4,0,0,0,0
63,3,88.4,11,21,4,4,1,0,0,1
0,0,98.0,8,23,4,0,2,0,0,1
11,3,258.0,5,20,4,2,0,0,5,1
10,0,89.0,10,10,2,0,1,0,0,1
4,0,93.56,8,2,4,1,0,3,0,1
30,1,85.0,3,11,3,2,2,0,0,1
52,0,77.76,11,5,4,1,1,0,0,1
185,0,95.4,11,15,4,3,0,0,3,0
61,0,105.3,7,23,4,1,1,0,0,0
32,0,130.5,9,9,4,2,0,0,0,0
47,0,105.3,4,11,4,1,1,0,0,0
161,0,91.38,7,31,4,2,2,3,0,0
93,1,119.0,12,25,4,2,2,0,3,1
61,1,74.61,10,27,4,5,0,0,3,1
109,1,143.7,8,5,4,2,1,0,3,1
36,1,77.99,12,22,4,1,0,3,0,1
46,0,143.1,5,8,4,3,2,0,0,0
238,1,107.0,9,20,3,4,0,0,3,0
77,0,77.35,3,22,4,5,0,3,0,1
4,1,77.0,1,15,4,1,0,3,0,1
44,1,98.1,9,7,4,1,0,0,0,1
63,1,167.45,4,10,4,4,2,0,5,0
166,1,114.3,8,3,4,3,0,0,0,0
82,1,99.45,4,8,4,2,2,0,3,1
1,1,97.0,3,15,4,1,0,3,0,1
6,0,72.25,6,15,3,4,1,3,0,1
15,1,129.0,10,4,3,3,0,0,0,1
39,1,117.98,4,21,4,5,2,0,3,1
26,0,126.0,4,13,4,1,0,0,3,1
10,0,119.0,10,14,3,2,0,0,0,1
254,1,92.28,10,12,4,4,0,0,0,0
79,0,129.96,7,6,4,4,1,0,3,0
223,1,89.73,9,2,4,12,4,3,0,0
32,1,150.0,7,18,3,1,1,0,0,1
5,0,135.0,10,19,4,3,1,0,0,1
0,0,78.42,8,19,4,2,2,3,0,1
83,1,124.65,5,7,4,2,2,0,0,1
12,1,160.2,9,28,4,2,0,0,4,1
39,0,67.5,2,13,4,1,0,3,0,1
24,0,135.0,5,22,4,0,2,0,0,0
74,0,95.0,9,16,3,2,2,0,0,1
18,0,65.0,6,20,2,0,1,0,0,1
0,0,121.33,9,3,4,3,0,3,3,1
79,0,76.5,4,2,4,1,1,3,0,0
196,0,105.3,8,1,4,0,1,0,0,0
0,1,90.0,8,6,4,1,0,3,0,1
62,0,100.6,12,8,4,2,0,0,1,1
6,1,136.0,10,4,4,1,2,0,3,1
22,0,109.0,12,3,3,1,2,0,0,1
19,0,141.5,9,22,4,3,1,3,0,0
3,1,67.0,11,24,2,1,0,0,0,1
12,2,80.85,9,9,4,2,0,0,0,1
74,0,89.25,10,7,4,4,0,0,0,1
56,2,162.0,8,26,4,2,2,0,3,1
0,0,65.0,3,28,2,0,1,0,0,1
12,1,89.0,1,15,4,2,1,0,0,1
29,2,88.4,11,29,4,5,0,0,0,1
1,1,131.0,4,27,4,2,0,0,0,1
21,0,91.0,3,7,4,0,1,0,0,0
145,0,99.9,8,23,4,5,0,0,0,0
26,0,78.2,11,12,3,2,2,0,3,0
114,0,89.25,7,13,4,4,0,3,0,1
1,0,65.6,11,24,4,1,0,3,0,1
25,1,105.0,9,5,4,1,0,0,0,0
53,1,67.5,12,25,4,1,0,3,0,1
7,0,119.2,9,20,4,1,0,0,0,1
232,0,90.9,8,25,4,3,0,0,0,0
3,1,63.5,8,10,3,2,1,0,0,1
189,0,72.76,10,19,3,5,2,0,0,1
178,1,93.08,8,24,4,4,0,0,0,1
96,1,118.8,6,29,4,2,0,0,0,1
3,1,135.8,5,23,4,0,1,3,0,1
33,0,108.9,5,25,4,1,0,0,0,1
149,1,195.3,8,12,4,2,1,0,5,1
48,1,89.1,6,21,4,1,0,3,0,1
224,2,121.13,10,29,4,2,2,1,0,0
134,2,139.95,8,19,4,2,2,0,3,1
33,1,81.09,4,20,4,2,0,0,0,1
230,4,96.3,10,16,4,1,2,0,0,1
48,1,138.5,3,21,4,3,1,0,0,0
0,0,87.0,6,15,3,2,0,1,0,1
15,2,118.15,7,8,3,2,0,0,0,1
196,0,85.5,8,6,4,1,1,3,0,0
107,0,58.0,3,17,3,3,0,0,0,1
207,0,113.4,12,30,4,2,1,0,3,1
183,0,100.0,9,8,3,3,0,0,0,1
25,1,118.15,9,19,4,4,2,0,3,1
0,0,102.0,3,4,3,2,0,0,0,1
160,0,105.3,7,24,4,0,1,0,0,0
142,0,175.65,8,31,4,3,0,1,0,0
119,1,118.8,8,17,4,8,2,0,3,0
71,1,90.56,10,8,4,3,1,0,0,1
349,0,72.9,12,6,4,1,0,0,0,0
186,2,168.3,7,7,4,2,0,0,5,0
359,1,78.0,10,14,3,3,2,0,0,0
65,1,119.0,12,7,4,4,0,0,3,1
3,0,81.0,2,25,3,3,0,0,0,1
19,1,89.0,1,27,4,3,0,0,0,1
277,0,100.3,9,12,4,4,1,0,0,0
2,1,161.0,5,28,4,1,0,0,0,1
99,0,90.95,4,25,4,3,1,0,0,0
0,0,81.0,8,6,4,1,0,0,0,1
8,1,127.0,8,28,4,0,2,3,0,1
226,1,126.9,9,16,4,2,0,0,0,0
73,1,131.4,8,6,4,1,1,0,3,0
0,0,65.0,4,20,2,1,0,0,0,1
377,1,90.0,10,14,3,2,0,1,0,0
53,1,91.48,3,6,4,0,1,0,3,1
52,0,126.9,5,12,4,3,0,0,0,0
42,0,116.1,5,12,4,2,0,0,0,1
0,1,115.0,6,7,4,1,0,0,0,1
124,1,114.3,8,11,4,3,0,0,0,1
14,0,142.0,4,15,4,2,0,0,3,0
31,2,74.8,11,30,4,4,2,3,0,1
107,0,120.0,6,10,3,1,0,0,0,1
55,0,168.3,9,20,4,3,0,0,3,0
27,0,112.8,5,18,3,1,0,0,0,1
11,1,127.6,8,19,4,1,0,0,1,1
173,2,177.3,7,8,4,1,0,0,5,0
51,1,129.0,11,1,4,3,0,0,0,1
37,2,207.9,8,22,4,2,1,0,5,1
5,2,117.67,9,3,4,3,0,0,0,1
151,0,95.4,6,2,4,3,0,3,0,0
79,1,132.3,10,20,4,3,2,0,3,1
47,1,88.4,11,16,4,4,0,0,0,1
6,0,126.0,12,30,4,2,1,3,0,1
20,1,104.0,11,25,4,1,0,0,0,1
87,1,139.95,7,27,4,4,0,0,3,1
29,1,74.8,11,15,4,4,0,3,0,0
0,0,141.49,10,29,4,1,0,0,3,1
27,2,90.84,5,22,4,2,2,0,0,1
206,0,59.07,10,2,4,2,1,0,0,0
0,1,0.0,9,27,1,0,1,0,0,1
184,1,96.3,7,11,4,0,1,0,0,1
151,0,63.75,8,5,3,2,1,3,0,1
6,1,140.0,5,23,4,1,1,0,0,1
1,0,86.0,9,25,3,3,2,0,0,1
175,1,99.45,8,2,4,4,0,0,0,1
4,2,81.0,2,25,4,1,0,3,0,1
54,1,109.8,8,29,4,4,1,0,0,1
64,1,126.0,11,18,4,2,1,0,3,1
37,2,81.9,3,10,4,3,1,0,0,1
0,0,136.0,2,15,4,1,1,0,3,1
83,1,105.61,12,26,4,3,1,0,3,1
12,1,90.07,11,10,4,3,2,0,0,1
38,4,179.3,10,20,4,1,0,0,5,1
72,1,100.0,9,14,2,2,0,3,0,0
7,1,100.1,10,28,4,2,2,3,0,1
87,0,109.65,4,30,4,3,2,3,0,0
22,1,79.0,2,16,4,2,0,3,0,1
4,1,67.5,1,16,4,1,0,3,0,1
0,0,75.0,3,8,2,1,0,0,3,1
19,0,112.0,11,1,4,2,0,0,0,0
34,0,102.74,10,26,3,4,1,1,1,1
239,0,92.65,12,26,4,4,1,0,0,0
71,0,126.9,6,9,4,1,0,0,0,0
0,0,65.0,2,16,2,1,0,0,0,1
89,0,143.7,6,27,4,5,1,0,3,0
10,2,172.0,4,29,4,2,2,0,3,1
91,0,73.74,4,4,4,3,1,0,1,1
32,1,140.7,4,13,4,3,0,0,3,1
40,0,96.3,10,11,3,3,0,0,3,1
68,0,116.1,5,10,4,3,0,3,0,0
1,0,83.0,5,10,4,1,0,0,0,1
104,2,96.3,4,26,4,2,0,0,0,1
98,1,95.0,5,3,3,4,0,0,0,1
45,2,78.54,10,16,4,2,2,0,3,1
257,1,67.15,12,26,4,4,1,3,0,0
114,0,114.3,8,6,4,2,2,0,0,1
82,0,126.9,6,20,4,1,1,0,0,0
12,1,67.0,2,16,2,2,0,0,0,1
21,1,139.0,7,5,4,5,0,3,0,1
0,0,106.0,2,13,4,1,0,0,3,1
62,1,116.1,5,25,4,1,0,3,0,1
0,3,0.0,5,4,1,1,0,0,6,1
15,2,166.6,5,29,4,2,2,0,5,1
38,0,168.3,8,17,4,1,0,0,3,1
35,0,69.53,2,15,4,1,1,0,1,1
68,2,75.9,11,14,4,3,1,3,0,1
183,1,112.0,8,3,4,4,1,0,0,0
21,2,145.0,9,15,4,3,2,0,0,1
3,0,114.67,3,7,4,5,1,0,0,1
124,1,88.76,6,30,4,2,0,0,1,1
155,1,115.6,12,26,4,3,1,0,3,0
238,1,132.6,10,4,4,5,2,0,3,0
54,0,85.5,7,3,3,1,2,0,0,1
207,1,90.95,8,7,4,5,2,0,0,1
107,1,102.3,4,14,4,3,0,0,3,0
29,0,130.8,6,18,4,2,2,0,3,0
12,0,75.0,1,22,4,2,0,3,0,1
29,1,64.67,12,1,4,3,1,0,0,1
96,1,76.5,7,22,4,4,1,0,0,0
15,0,99.0,9,12,4,0,1,0,0,0
2,0,78.52,1,23,4,1,2,0,1,1
4,0,116.0,12,11,4,2,0,0,3,1
33,0,59.0,1,25,2,1,1,0,0,1
231,1,115.2,6,8,4,4,0,0,3,0
83,0,75.0,5,1,3,1,2,0,0,1
0,0,119.0,4,22,4,2,0,3,0,1
9,0,137.0,8,26,4,2,0,3,0,1
22,1,139.0,10,25,4,3,0,0,0,1
40,0,113.25,8,31,3,4,0,1,0,1
95,0,126.9,5,7,4,1,0,0,0,0
247,2,115.2,9,14,4,3,0,0,0,0
43,0,60.0,1,21,3,3,0,0,0,1
1,0,122.67,4,18,4,2,1,0,3,1
98,0,95.0,9,30,3,2,0,0,0,0
35,0,75.0,10,26,3,3,1,0,3,1
104,2,84.56,6,7,4,4,0,0,0,1
73,0,68.0,7,7,4,4,0,0,0,0
6,0,97.0,12,17,4,2,0,0,3,1
63,0,130.0,5,16,2,2,1,0,0,1
45,1,71.1,3,10,4,2,0,3,0,1
36,0,86.5,3,1,2,1,0,0,0,1
83,1,85.5,8,5,4,4,1,0,0,1
5,1,107.5,12,10,4,1,1,0,0,1
7,0,138.0,4,9,4,4,2,0,3,0
6,2,116.0,12,18,4,1,2,0,0,1
66,0,72.25,8,29,3,1,1,0,0,1
30,0,98.1,11,30,3,2,0,0,0,1
84,0,106.25,5,19,3,5,2,1,0,0
32,0,149.4,9,11,4,1,2,0,3,0
41,2,139.5,10,4,4,5,0,0,3,1
3,1,135.67,3,25,4,2,1,3,0,1
111,0,87.0,2,14,4,3,2,0,0,1
256,1,83.18,10,18,4,5,2,3,0,0
0,1,150.0,8,17,4,1,0,0,0,1
44,1,87.31,6,22,4,1,0,0,0,1
72,0,78.0,3,19,4,1,0,0,1,0
188,1,89.25,8,23,4,3,2,0,3,1
6,1,137.0,12,31,4,2,0,0,3,1
4,0,90.33,12,25,4,2,1,0,0,1
23,2,93.82,4,9,4,1,2,3,0,1
16,3,189.49,10,26,4,5,2,0,5,1
19,0,85.0,3,9,4,3,0,3,0,0
26,2,119.0,10,21,4,2,0,3,0,1
71,2,68.07,11,28,4,3,1,0,0,1
1,0,70.0,2,28,4,2,2,0,0,0
197,0,137.0,12,21,3,4,1,1,0,1
5,2,81.0,2,25,4,1,0,3,0,1
49,0,159.3,5,7,4,1,1,0,3,0
156,0,72.25,8,8,3,5,2,0,0,1
285,1,95.4,7,21,4,3,0,0,0,0
94,0,90.08,4,15,4,2,1,0,3,1
128,2,123.3,8,11,4,3,0,0,0,1
99,0,82.45,4,11,4,3,1,0,0,0
6,0,77.0,9,24,3,1,0,0,0,1
45,1,158.4,10,3,4,0,1,0,3,1
75,0,89.28,6,4,4,1,1,3,0,1
10,1,52.0,12,27,3,0,2,0,0,1
205,0,86.63,7,21,4,2,0,0,1,0
0,0,82.0,1,5,4,1,0,0,0,1
59,1,81.3,3,17,4,3,0,3,0,1
99,1,107.95,4,27,4,4,2,0,3,1
17,1,74.1,9,11,4,0,2,3,0,1
118,0,99.28,9,3,3,5,2,0,0,1
139,0,116.45,7,11,4,4,1,0,0,0
98,1,95.0,9,27,3,4,0,0,0,1
4,1,1.0,1,22,1,2,0,0,6,1
28,1,147.25,4,11,4,3,1,1,0,1
10,2,90.0,8,28,4,1,0,0,0,1
3,1,0.0,1,10,4,0,0,3,0,1
3,0,146.0,4,15,4,2,0,0,3,0
61,0,78.41,3,17,4,3,1,3,0,0
113,0,72.25,7,15,3,2,2,0,0,1
1,1,115.89,8,17,4,1,0,0,0,1
4,1,153.0,8,27,4,1,0,0,5,1
169,0,80.75,9,9,3,2,0,0,0,1
15,2,103.44,4,27,4,3,0,0,0,1
159,0,105.3,8,5,4,1,0,0,0,0
81,1,79.2,12,8,4,3,0,3,0,1
108,0,103.5,7,9,4,1,0,3,0,0
106,1,46.67,2,16,3,3,0,0,3,1
101,1,79.2,12,6,4,1,0,3,0,0
147,0,178.59,10,24,4,5,2,1,3,0
24,1,139.0,7,23,4,1,1,3,0,1
1,0,99.3,8,26,3,3,0,0,0,1
88,1,119.85,4,29,4,3,2,0,0,0
104,1,96.55,4,28,4,3,2,3,0,1
23,2,101.0,10,8,4,2,0,0,0,1
91,0,102.06,10,17,4,2,1,0,0,0
1,0,166.0,7,2,4,1,1,0,3,1
4,0,65.0,8,18,2,3,0,0,0,1
212,0,78.0,5,20,3,3,2,0,0,0
129,0,99.45,5,10,4,4,0,0,0,1
338,1,45.33,10,7,3,2,1,0,0,1
66,3,81.9,11,17,4,4,0,0,3,1
70,0,80.33,12,9,3,2,0,0,0,1
11,2,141.5,4,23,4,2,2,0,0,1
1,1,148.8,9,11,4,3,2,0,0,1
87,0,100.0,9,11,2,1,0,0,0,0
133,1,110.7,10,21,4,2,0,0,1,1
143,0,99.79,5,29,4,3,2,0,0,1
66,2,118.8,4,8,4,1,0,0,3,1
34,1,94.5,6,26,4,0,1,0,0,1
25,0,158.0,5,19,4,3,1,0,5,0
1,2,139.5,9,16,4,1,0,0,0,1
44,0,94.5,10,12,4,2,1,0,0,1
69,0,105.3,4,27,4,2,0,0,0,0
5,0,110.0,10,11,0,2,0,0,3,1
248,0,118.0,5,26,4,2,0,0,0,0
156,0,131.52,11,8,4,5,0,0,0,0
55,1,84.8,3,1,4,2,0,0,0,1
60,0,94.5,4,17,4,0,1,3,0,1
4,0,116.0,9,26,3,1,1,0,0,1
65,1,96.2,12,30,4,4,1,0,0,1
175,0,126.9,9,11,4,0,1,0,0,0
144,1,96.3,6,27,4,2,1,0,0,1
1,1,0.0,10,13,1,1,0,0,0,1
113,0,55.63,3,29,4,4,0,3,0,1
129,1,80.75,4,11,4,3,1,3,0,1
1,1,41.0,1,21,2,1,0,0,3,1
0,1,119.0,6,16,4,1,0,3,0,1
